epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
117,5377.03,0.50155,1.89651,0.13957,0.43614,0.89828,0.79678,0.57407,0.64363,0.517,0.51289,0.31688,0.29892,0.19719,0.95218,4.76014,0.26447,1.75078,1.21343,0.004258,0.004258,0.004258
118,5422.01,0.49549,1.85781,0.13631,0.43519,0.89577,0.83126,0.55877,0.66114,0.52437,0.54572,0.32191,0.31239,0.20301,1.01655,4.8541,0.26777,1.72915,1.26754,0.0042085,0.0042085,0.0042085
119,5467.03,0.5043,1.88278,0.13629,0.43517,0.89851,0.81548,0.56059,0.65041,0.51766,0.52792,0.32358,0.31135,0.20112,1.02597,4.82235,0.30344,1.73144,1.28813,0.004159,0.004159,0.004159
120,5512.26,0.50316,1.90564,0.13361,0.43989,0.89802,0.82491,0.55743,0.64163,0.5097,0.53588,0.30919,0.29927,0.19536,1.05138,4.83958,0.29358,1.71666,1.31609,0.0041095,0.0041095,0.0041095
121,5557.6,0.49971,1.89063,0.1376,0.43439,0.90075,0.8254,0.546,0.65239,0.5158,0.54328,0.30683,0.30361,0.201,1.02523,4.75997,0.32182,1.73143,1.29041,0.00406,0.00406,0.00406
122,5602.92,0.5002,1.88105,0.13036,0.42884,0.89466,0.8127,0.55271,0.65505,0.51725,0.56977,0.30432,0.31092,0.20378,1.01641,4.79071,0.28912,1.76959,1.27422,0.0040105,0.0040105,0.0040105
123,5648.69,0.50001,1.87858,0.1321,0.43516,0.89753,0.82055,0.56745,0.64612,0.51142,0.53195,0.31484,0.30253,0.19874,1.01923,4.76116,0.26061,1.74736,1.27063,0.003961,0.003961,0.003961
124,5693.31,0.50149,1.9105,0.1339,0.43094,0.89585,0.81319,0.5658,0.63866,0.50493,0.55491,0.31662,0.30786,0.19724,1.02063,4.78169,0.26768,1.7547,1.27567,0.0039115,0.0039115,0.0039115
125,5738,0.49745,1.82356,0.13029,0.43035,0.89685,0.82703,0.56831,0.64831,0.51401,0.55006,0.31465,0.30968,0.20194,1.03326,4.81616,0.268,1.80399,1.29019,0.003862,0.003862,0.003862
126,5788.21,0.4972,1.88,0.13354,0.43205,0.89779,0.84859,0.54533,0.65279,0.52244,0.56858,0.3158,0.3222,0.20943,1.02783,4.80831,0.27471,1.81793,1.29138,0.0038125,0.0038125,0.0038125
127,5832.94,0.49485,1.85787,0.13217,0.42916,0.89109,0.81353,0.55443,0.65977,0.52949,0.54071,0.3193,0.31359,0.21027,1.00703,4.78189,0.26484,1.76349,1.26294,0.003763,0.003763,0.003763
128,5877.94,0.49583,1.80953,0.13244,0.43293,0.8964,0.8063,0.5599,0.67161,0.53927,0.53172,0.31737,0.31857,0.21578,1.00665,4.79715,0.28397,1.79254,1.26627,0.0037135,0.0037135,0.0037135
129,5925.41,0.49709,1.86203,0.13222,0.42968,0.89208,0.81834,0.55314,0.67787,0.54739,0.52978,0.31195,0.32272,0.21891,0.99217,4.82541,0.32014,1.80037,1.24206,0.003664,0.003664,0.003664
130,5970.73,0.48436,1.82832,0.1362,0.41814,0.89234,0.82684,0.54933,0.65602,0.52768,0.54612,0.3139,0.30812,0.20456,0.98618,4.82239,0.30742,1.81848,1.23223,0.0036145,0.0036145,0.0036145
131,6016.9,0.47884,1.81853,0.13,0.41584,0.88961,0.81976,0.56493,0.6616,0.5262,0.54281,0.3181,0.31326,0.20606,1.01321,4.77324,0.28671,1.79793,1.25745,0.003565,0.003565,0.003565
132,6062.55,0.49103,1.83178,0.12967,0.42574,0.88927,0.82661,0.54732,0.67212,0.53797,0.55468,0.31736,0.32991,0.22599,1.03912,4.77643,0.29488,1.80863,1.28401,0.0035155,0.0035155,0.0035155
133,6109.04,0.4883,1.808,0.13516,0.4243,0.89275,0.81342,0.55984,0.69123,0.55134,0.53619,0.31716,0.32885,0.2248,1.02291,4.78568,0.31441,1.74675,1.27359,0.003466,0.003466,0.003466
134,6155.41,0.47969,1.76175,0.12583,0.41578,0.88852,0.81706,0.57788,0.69558,0.54815,0.56265,0.31911,0.33021,0.21766,1.00603,4.77779,0.33486,1.69198,1.26143,0.0034165,0.0034165,0.0034165
135,6200.79,0.48301,1.80868,0.12901,0.41958,0.89216,0.7974,0.57771,0.68168,0.54256,0.55961,0.31121,0.32367,0.21736,1.00911,4.8158,0.32854,1.76487,1.26693,0.003367,0.003367,0.003367
136,6247.64,0.48283,1.80781,0.12888,0.41646,0.8926,0.80939,0.56478,0.67656,0.53885,0.54752,0.31279,0.3208,0.21536,0.99039,4.76745,0.31128,1.75912,1.25596,0.0033175,0.0033175,0.0033175
137,6292.63,0.48234,1.83352,0.13529,0.41541,0.89215,0.82905,0.56486,0.68311,0.54353,0.54137,0.31651,0.33567,0.23032,1.01917,4.75876,0.30607,1.78265,1.29202,0.003268,0.003268,0.003268
138,6339.98,0.48104,1.79517,0.12602,0.41816,0.88963,0.80284,0.58217,0.66082,0.52971,0.54086,0.31753,0.32569,0.22256,1.02385,4.78888,0.28336,1.86405,1.28266,0.0032185,0.0032185,0.0032185
139,6385.59,0.48373,1.82276,0.13136,0.42355,0.89301,0.82732,0.56718,0.65943,0.52965,0.54059,0.31447,0.31915,0.21594,1.01423,4.86445,0.33319,1.82543,1.27058,0.003169,0.003169,0.003169
140,6434.04,0.47656,1.79843,0.12779,0.41232,0.89021,0.83764,0.56719,0.65657,0.52741,0.55037,0.31419,0.32376,0.21692,1.01423,4.85587,0.30819,1.86101,1.27887,0.0031195,0.0031195,0.0031195
141,6481.04,0.47581,1.7604,0.12669,0.4097,0.88824,0.84951,0.54998,0.65169,0.52126,0.55709,0.31456,0.32212,0.21374,1.01388,4.85199,0.28779,1.89783,1.27791,0.00307,0.00307,0.00307
142,6525.79,0.47963,1.79687,0.12852,0.41226,0.89063,0.83217,0.55612,0.65352,0.52329,0.55794,0.30696,0.31621,0.21236,1.01241,4.86924,0.29784,1.87813,1.2734,0.0030205,0.0030205,0.0030205
143,6572.3,0.47046,1.74211,0.12535,0.40664,0.88692,0.82634,0.56197,0.641,0.51172,0.55178,0.31205,0.30905,0.20562,1.00495,4.86269,0.29978,1.90961,1.26725,0.002971,0.002971,0.002971
144,6619.65,0.47656,1.77413,0.12664,0.41138,0.89044,0.8399,0.559,0.65561,0.52454,0.55297,0.31234,0.31841,0.21567,1.01499,4.90369,0.30843,1.92597,1.27342,0.0029215,0.0029215,0.0029215
145,6666.4,0.46987,1.77054,0.13029,0.40963,0.88776,0.8421,0.55207,0.65753,0.52987,0.55102,0.30795,0.32437,0.22268,1.01829,4.93094,0.31233,1.94535,1.27886,0.002872,0.002872,0.002872
146,6712.76,0.46635,1.704,0.12578,0.40134,0.88911,0.83355,0.55585,0.65531,0.52518,0.54682,0.31353,0.32361,0.21852,1.0255,4.88,0.28968,1.91455,1.29178,0.0028225,0.0028225,0.0028225
147,6760.33,0.47304,1.78094,0.12524,0.40547,0.88495,0.83189,0.56458,0.64973,0.51752,0.54906,0.31731,0.3203,0.21597,1.04159,4.86217,0.28469,1.9021,1.31451,0.002773,0.002773,0.002773
148,6807.5,0.47113,1.72082,0.12442,0.4038,0.88874,0.85098,0.56204,0.65519,0.52481,0.55747,0.31529,0.3237,0.21746,1.02711,4.82495,0.28988,1.89009,1.31253,0.0027235,0.0027235,0.0027235
149,6857.3,0.46446,1.71528,0.12878,0.40003,0.88508,0.84711,0.57035,0.66942,0.53654,0.55974,0.31511,0.32915,0.2238,1.05094,4.8292,0.2958,1.86623,1.35082,0.002674,0.002674,0.002674
150,6906.46,0.46359,1.74547,0.12698,0.39703,0.88521,0.83955,0.55593,0.6512,0.52051,0.54928,0.30869,0.31398,0.21244,1.04738,4.82109,0.29581,1.89125,1.3467,0.0026245,0.0026245,0.0026245
151,6954.95,0.46766,1.72808,0.12348,0.40025,0.88397,0.82148,0.56391,0.64678,0.51654,0.54071,0.31632,0.31147,0.21074,1.02515,4.80032,0.28863,1.88376,1.32107,0.002575,0.002575,0.002575
